,Last,First,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type
847,LONCAR,Luka,14.0,32.0,1.0,5.0,0.0,1.0,0.0,1.0,,,1.0,3.0,,,,,,,,,3.0,,,,,,,1.0,,,,,,1.0,CRO,HUN,L,Player
848,JOKOVIC,Maro,27.0,52.0,1.0,3.0,0.0,1.0,,,1.0,1.0,0.0,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,CRO,HUN,L,Player
849,BUKIC,Luka,24.0,44.0,4.0,5.0,0.0,1.0,,,,,4.0,4.0,,,,,,,,,3.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,1.0,CRO,HUN,L,Player
850,VUKICEVIC,Ante,16.0,52.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,CRO,HUN,L,Player
851,BUSLJE,Andro,21.0,50.0,0.0,5.0,0.0,3.0,,,,,0.0,2.0,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,,2.0,CRO,HUN,L,Player
852,MILOS,Lovre,13.0,19.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,,1.0,CRO,HUN,L,Player
853,VRLIC,Josip,16.0,31.0,0.0,4.0,0.0,1.0,,,,,0.0,3.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,CRO,HUN,L,Player
854,OBRADOVIC,Paulo,16.0,42.0,2.0,5.0,0.0,2.0,,,,,2.0,2.0,0.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,CRO,HUN,L,Player
855,GARCIA GADEA,Javier,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,CRO,HUN,L,Player
856,,,,,11.0,34.0,1.0,13.0,0.0,1.0,1.0,1.0,9.0,18.0,0.0,1.0,,,,,,,8.0,5.0,3.0,1.0,3.0,4.0,8.0,3.0,,,1.0,,1.0,13.0,CRO,HUN,L,Team
857,WOLF,Alex,32.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,USA,ESP,L,Player
858,HOOPER,Johnny,22.0,52.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,1.0,,2.0,,3.0,4.0,1.0,,,,,,1.0,2.0,USA,ESP,L,Player
859,VAVIC,Marko,15.0,29.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,USA,ESP,L,Player
860,OBERT,Alex,17.0,37.0,2.0,6.0,,,1.0,2.0,,,1.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,USA,ESP,L,Player
861,DAUBE,Hannes,24.0,51.0,3.0,8.0,1.0,3.0,,,,,2.0,5.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,USA,ESP,L,Player
862,CUPIDO,Luca,24.0,34.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,1.0,2.0,USA,ESP,L,Player
863,HALLOCK,Ben,16.0,32.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,3.0,USA,ESP,L,Player
864,WOODHEAD,Dylan,12.0,26.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,2.0,,,,,,,2.0,USA,ESP,L,Player
865,BOWEN,Alex,25.0,2.0,1.0,5.0,1.0,2.0,,,,,0.0,2.0,0.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,0.0,USA,ESP,L,Player
866,STEVENSON,Ben,7.0,24.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,USA,ESP,L,Player
867,SMITH,Jesse,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,USA,ESP,L,Player
868,IRVING,Max,22.0,13.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,USA,ESP,L,Player
869,,,,,8.0,27.0,2.0,9.0,1.0,2.0,,,5.0,15.0,0.0,1.0,,,,,,,5.0,5.0,10.0,3.0,3.0,4.0,8.0,1.0,,1.0,1.0,,2.0,13.0,USA,ESP,L,Team
870,LOPEZ PINEDO,Daniel,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,ESP,USA,W,Player
871,MUNARRIZ EGANA,Alberto,28.0,41.0,2.0,4.0,0.0,2.0,,,,,,,,,,,2.0,2.0,,,,2.0,1.0,,,,2.0,,,,,,,2.0,ESP,USA,W,Player
872,GRANADOS ORTEGA,Alvaro,25.0,20.0,2.0,8.0,1.0,3.0,,,,,0.0,3.0,1.0,1.0,,,,,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,,,,,,1.0,ESP,USA,W,Player
873,SANAHUJA,Bernat,13.0,32.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,3.0,,,0.0,1.0,1.0,,,,,,,1.0,ESP,USA,W,Player
874,de TORO DOMINGUEZ,Miguel,14.0,7.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0.0,ESP,USA,W,Player
875,LARUMBE GONFAUS,Marc,20.0,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,2.0,ESP,USA,W,Player
876,FAMERA,Martin,9.0,44.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,,,,,,,3.0,ESP,USA,W,Player
877,FERNANDEZ MIRANDA,Francisco,15.0,46.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,ESP,USA,W,Player
878,TAHULL COMPTE,Roger,14.0,9.0,1.0,3.0,,,1.0,2.0,,,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0.0,ESP,USA,W,Player
879,PERRONE ROCHA,Felipe,25.0,48.0,1.0,3.0,0.0,1.0,,,,,1.0,1.0,,,,,,,0.0,1.0,,1.0,1.0,,,,2.0,,,,,,,2.0,ESP,USA,W,Player
880,MALLARACH GUELL,Blai,15.0,21.0,1.0,3.0,1.0,1.0,,,,,0.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.0,ESP,USA,W,Player
881,BUSTOS SANCHEZ,Ale andro,9.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,3.0,ESP,USA,W,Player
882,,,,,12.0,29.0,4.0,12.0,1.0,2.0,,,3.0,9.0,1.0,1.0,,,2.0,2.0,1.0,3.0,2.0,9.0,5.0,4.0,1.0,4.0,11.0,3.0,,1.0,,,,15.0,ESP,USA,W,Team
883,BRGULJAN,Drasko,22.0,15.0,1.0,6.0,0.0,3.0,,,,,1.0,3.0,,,,,,,,,,1.0,2.0,2.0,0.0,2.0,,,,,,,,0.0,MNE,CRO,L,Player
884,PERKOVIC,Miroslav,9.0,45.0,2.0,3.0,,,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player
885,PETKOVIC,Marko,25.0,6.0,0.0,7.0,0.0,5.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player
886,CUCKOVIC,Uros,6.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,MNE,CRO,L,Player
887,POPADIC,Vlado,21.0,57.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,1.0,2.0,,,1.0,2.0,1.0,,,,1.0,,,2.0,MNE,CRO,L,Player
888,VIDOVIC,Stefan,16.0,31.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player
889,UKROPINA,Aleksa,20.0,52.0,1.0,5.0,0.0,2.0,0.0,1.0,,,1.0,1.0,,,,,,,0.0,1.0,,2.0,3.0,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player
890,IVOVIC,Aleksandar,30.0,49.0,3.0,4.0,2.0,2.0,,,,,,,0.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,0.0,MNE,CRO,L,Player
891,SPAIC,Vladan,9.0,29.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,0.0,MNE,CRO,L,Player
892,MATKOVIC,Dusan,23.0,29.0,2.0,4.0,0.0,1.0,,,,,0.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,0.0,MNE,CRO,L,Player
893,BANICEVIC,Dusan,5.0,22.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,MNE,CRO,L,Player
894,TESANOVIC,Petar,32.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,MNE,CRO,L,Player
895,,,,,10.0,36.0,2.0,14.0,2.0,6.0,,,3.0,10.0,0.0,2.0,,,1.0,1.0,2.0,3.0,4.0,10.0,6.0,2.0,1.0,4.0,8.0,,,,1.0,,,9.0,MNE,CRO,L,Team
896,MACAN,Marko,10.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,CRO,MNE,W,Player
897,FATOVIC,Loren,17.0,38.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,CRO,MNE,W,Player
898,LONCAR,Luka,17.0,43.0,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,CRO,MNE,W,Player
899,JOKOVIC,Maro,24.0,53.0,1.0,2.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,1.0,CRO,MNE,W,Player
900,BUKIC,Luka,26.0,30.0,0.0,4.0,,,,,,,0.0,4.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,CRO,MNE,W,Player
901,VUKICEVIC,Ante,21.0,6.0,3.0,7.0,2.0,5.0,,,,,0.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,CRO,MNE,W,Player
902,BUSLJE,Andro,15.0,20.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,2.0,CRO,MNE,W,Player
903,MILOS,Lovre,22.0,5.0,1.0,4.0,1.0,3.0,,,,,,,,,,,,,0.0,1.0,,,1.0,,2.0,3.0,,,,,,,,0.0,CRO,MNE,W,Player
904,VRLIC,Josip,14.0,17.0,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,CRO,MNE,W,Player
905,OBRADOVIC,Paulo,8.0,6.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,CRO,MNE,W,Player
906,GARCIA GADEA,Javier,13.0,30.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,CRO,MNE,W,Player
907,MARCELIC,Ivan,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CRO,MNE,W,Player
908,,,,,12.0,24.0,4.0,10.0,3.0,3.0,1.0,1.0,3.0,8.0,,,,,,,1.0,2.0,4.0,3.0,6.0,5.0,3.0,4.0,7.0,2.0,1.0,,1.0,,1.0,12.0,CRO,MNE,W,Team
909,Del LUNGO,Marco,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ITA,USA,L,Player
910,Di FULVIO,Francesco,22.0,55.0,0.0,3.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,1.0,,,,0.0,2.0,,2.0,,,,,,2.0,ITA,USA,L,Player
911,LUONGO,Stefano,14.0,12.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,0.0,ITA,USA,L,Player
912,FIGLIOLI,Pietro,20.0,37.0,2.0,7.0,1.0,3.0,,,,,1.0,3.0,,,,,,,0.0,1.0,,,,,2.0,2.0,,,,,,,,0.0,ITA,USA,L,Player
913,PRESCIUTTI,Nicholas,22.0,49.0,1.0,2.0,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,,2.0,1.0,,,2.0,,,,,,,2.0,ITA,USA,L,Player
914,VELOTTO,Alessandro,20.0,5.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ITA,USA,L,Player
915,RENZUTO IODICE,Vincenzo,25.0,6.0,2.0,4.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,2.0,ITA,USA,L,Player
916,ECHENIQUE,Gonzalo,16.0,48.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,ITA,USA,L,Player
917,FIGARI,Niccolo,10.0,18.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,ITA,USA,L,Player
918,BODEGAS,Michael Alexandre,12.0,37.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,3.0,1.0,,,,,,,,,1.0,,,1.0,ITA,USA,L,Player
919,AICARDI,Matteo,19.0,23.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,0.0,ITA,USA,L,Player
920,DOLCE,Vincenzo,7.0,10.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,2.0,ITA,USA,L,Player
921,,,,,6.0,24.0,2.0,10.0,1.0,1.0,,,3.0,10.0,0.0,1.0,,,0.0,1.0,0.0,1.0,7.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,,1.0,2.0,,1.0,10.0,ITA,USA,L,Team
922,HOOPER,Johnny,17.0,37.0,2.0,4.0,0.0,2.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,2.0,4.0,,,,,,,1.0,1.0,USA,ITA,W,Player
923,VAVIC,Marko,16.0,21.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,1.0,USA,ITA,W,Player
924,OBERT,Alex,14.0,49.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,2.0,USA,ITA,W,Player
925,DAUBE,Hannes,24.0,56.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,2.0,USA,ITA,W,Player
926,CUPIDO,Luca,28.0,35.0,0.0,6.0,0.0,2.0,,,,,0.0,2.0,0.0,1.0,,,,,0.0,1.0,2.0,2.0,,,,,2.0,,,,,,,2.0,USA,ITA,W,Player
927,HALLOCK,Ben,20.0,43.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,0.0,USA,ITA,W,Player
928,WOODHEAD,Dylan,9.0,47.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,3.0,USA,ITA,W,Player
929,BOWEN,Alex,17.0,54.0,3.0,5.0,1.0,2.0,,,,,1.0,2.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,,3.0,USA,ITA,W,Player
930,STEVENSON,Ben,12.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,USA,ITA,W,Player
931,SMITH,Jesse,9.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,USA,ITA,W,Player
932,IRVING,Max,19.0,10.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,2.0,2.0,,,1.0,,,,2.0,,,3.0,USA,ITA,W,Player
933,HOLLAND,Drew,32.0,0.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,USA,ITA,W,Player
934,,,,,7.0,27.0,1.0,10.0,1.0,2.0,,,3.0,11.0,0.0,1.0,,,1.0,1.0,1.0,2.0,8.0,8.0,6.0,5.0,2.0,4.0,9.0,3.0,,,5.0,,1.0,18.0,USA,ITA,W,Team
935,ZERDEVAS,Emmanouil,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,GRE,HUN,W,Player
936,GENIDOUNIAS,Konstantinos,30.0,37.0,0.0,6.0,0.0,4.0,,,,,0.0,2.0,,,,,,,,,,,,2.0,0.0,1.0,1.0,,,1.0,,,,2.0,GRE,HUN,W,Player
937,SKOUMPAKIS,Dimitrios,9.0,57.0,1.0,2.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,4.0,GRE,HUN,W,Player
938,KAPOTSIS,Marios,18.0,14.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,2.0,GRE,HUN,W,Player
939,FOUNTOULIS,Ioannis,25.0,46.0,1.0,7.0,1.0,4.0,,,,,0.0,3.0,,,,,,,,,,,4.0,1.0,,,1.0,1.0,,,,,,2.0,GRE,HUN,W,Player
940,PAPANASTASIOU,Alexandros,15.0,24.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,,,,1.0,,4.0,GRE,HUN,W,Player
941,DERVISIS,Georgios,8.0,18.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,GRE,HUN,W,Player
942,ARGYROPOULOS KANAKAKIS,Stylianos,12.0,29.0,4.0,6.0,0.0,1.0,,,,,4.0,5.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,GRE,HUN,W,Player
943,MOURIKIS,Konstantinos,12.0,28.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,0.0,GRE,HUN,W,Player
944,KOLOMVOS,Christodoulos,15.0,9.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,2.0,GRE,HUN,W,Player
945,GKIOUVETSIS,Konstantinos,11.0,38.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,0.0,GRE,HUN,W,Player
946,VLACHOPOULOS,Angelos,32.0,0.0,1.0,3.0,0.0,2.0,,,,,1.0,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,0.0,GRE,HUN,W,Player
947,,,,,9.0,29.0,2.0,14.0,0.0,1.0,,,7.0,14.0,,,,,,,,,6.0,3.0,6.0,8.0,2.0,4.0,15.0,3.0,,1.0,,2.0,,21.0,GRE,HUN,W,Team
948,NAGY,Viktor,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,HUN,GRE,L,Player
949,ANGYAL,Daniel,17.0,14.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,2.0,HUN,GRE,L,Player
950,MANHERCZ,Krisztian,28.0,36.0,2.0,5.0,0.0,1.0,,,,,2.0,3.0,0.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0,HUN,GRE,L,Player
951,ZALANKI,Gergo,27.0,1.0,1.0,7.0,1.0,4.0,,,,,0.0,3.0,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,0.0,HUN,GRE,L,Player
952,VAMOS,Marton,17.0,17.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,3.0,HUN,GRE,L,Player
953,HOSNYANSZKY,Norbert,5.0,19.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,3.0,HUN,GRE,L,Player
954,PASZTOR,Matyas,10.0,38.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,HUN,GRE,L,Player
955,JANSIK,Szilard,7.0,48.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,3.0,,,,,,,3.0,HUN,GRE,L,Player
956,ERDELYI,Balazs,21.0,41.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,1.0,,,,,,,1.0,HUN,GRE,L,Player
957,VARGA,Denes,29.0,14.0,1.0,4.0,1.0,2.0,,,,,0.0,2.0,,,,,,,,,,,2.0,,,,,,,,1.0,,,1.0,HUN,GRE,L,Player
958,MEZEI,Tamas,12.0,53.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,1.0,HUN,GRE,L,Player
959,HARAI,Balazs,14.0,19.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,2.0,HUN,GRE,L,Player
960,,,,,6.0,27.0,2.0,13.0,,,,,4.0,13.0,0.0,1.0,,,,,,,4.0,2.0,9.0,6.0,2.0,4.0,10.0,1.0,1.0,,3.0,2.0,,17.0,HUN,GRE,L,Team
961,MANDIC,Dusan,17.0,35.0,3.0,3.0,,,,,,,3.0,3.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,2.0,SRB,ESP,W,Player
962,DEDOVIC,Nikola,24.0,6.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,1.0,,0.0,1.0,2.0,,,,,,,2.0,SRB,ESP,W,Player
963,RANDELOVIC,Sava,3.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,SRB,ESP,W,Player
964,LAZIC,Dorde,13.0,55.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,SRB,ESP,W,Player
965,PIJETLOVIC,Dusko,11.0,48.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,3.0,,,,,,,3.0,SRB,ESP,W,Player
966,RASOVIC,Strahin a,24.0,14.0,2.0,6.0,0.0,3.0,,,,,2.0,3.0,,,,,,,,,,,2.0,1.0,1.0,3.0,,,,,,,,0.0,SRB,ESP,W,Player
967,ALEKSIC,Milan,11.0,45.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,,,,,,,2.0,SRB,ESP,W,Player
968,JAKSIC,Nikola,18.0,34.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,2.0,SRB,ESP,W,Player
969,FILIPOVIC,Filip,26.0,18.0,2.0,3.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,,2.0,2.0,,3.0,,,,1.0,,,,,,1.0,SRB,ESP,W,Player
970,PRLAINOVIC,Andri a,19.0,1.0,1.0,7.0,0.0,4.0,,,,,1.0,3.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,3.0,SRB,ESP,W,Player
971,MITROVIC,Stefan,20.0,58.0,1.0,3.0,1.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,SRB,ESP,W,Player
972,MITROVIC,Branislav,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,SRB,ESP,W,Player
973,,,,,10.0,28.0,1.0,10.0,0.0,1.0,,,8.0,15.0,1.0,2.0,,,,,,,4.0,4.0,8.0,7.0,1.0,4.0,13.0,4.0,,1.0,2.0,,,20.0,SRB,ESP,W,Team
974,LOPEZ PINEDO,Daniel,31.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,SRB,L,Player
975,MUNARRIZ EGANA,Alberto,25.0,27.0,2.0,4.0,0.0,2.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,ESP,SRB,L,Player
976,GRANADOS ORTEGA,Alvaro,24.0,34.0,1.0,7.0,0.0,3.0,,,,,1.0,4.0,,,,,,,,,,2.0,3.0,,,,1.0,1.0,,,,,,2.0,ESP,SRB,L,Player
977,SANAHUJA,Bernat,16.0,37.0,0.0,4.0,0.0,1.0,,,,,0.0,3.0,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,2.0,ESP,SRB,L,Player
978,de TORO DOMINGUEZ,Miguel,10.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,3.0,ESP,SRB,L,Player
979,LARUMBE GONFAUS,Marc,21.0,45.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,1.0,ESP,SRB,L,Player
980,FAMERA,Martin,18.0,43.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,,2.0,3.0,2.0,,,,,,,2.0,ESP,SRB,L,Player
981,FERNANDEZ MIRANDA,Francisco,14.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,ESP,SRB,L,Player
982,TAHULL COMPTE,Roger,15.0,30.0,2.0,5.0,0.0,1.0,0.0,1.0,,,2.0,3.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,2.0,ESP,SRB,L,Player
983,PERRONE ROCHA,Felipe,23.0,43.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,3.0,ESP,SRB,L,Player
984,MALLARACH GUELL,Blai,14.0,20.0,2.0,5.0,0.0,1.0,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,SRB,L,Player
985,BUSTOS SANCHEZ,Ale andro,6.0,37.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,3.0,ESP,SRB,L,Player
986,,,,,9.0,33.0,0.0,13.0,0.0,1.0,1.0,1.0,7.0,17.0,,,,,,,1.0,1.0,4.0,4.0,8.0,3.0,3.0,4.0,15.0,2.0,,2.0,1.0,,,20.0,ESP,SRB,L,Team
987,KANDIC,Slaven,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,MNE,ITA,L,Player
988,BRGULJAN,Drasko,26.0,12.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,3.0,,,1.0,,,,,1.0,MNE,ITA,L,Player
989,PERKOVIC,Miroslav,10.0,42.0,1.0,3.0,,,0.0,2.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,MNE,ITA,L,Player
990,PETKOVIC,Marko,20.0,33.0,1.0,3.0,0.0,2.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,MNE,ITA,L,Player
991,CUCKOVIC,Uros,16.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,MNE,ITA,L,Player
992,POPADIC,Vlado,20.0,3.0,1.0,4.0,,,,,1.0,1.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.0,MNE,ITA,L,Player
993,VIDOVIC,Stefan,9.0,47.0,0.0,3.0,0.0,1.0,,,,,0.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,0.0,MNE,ITA,L,Player
